page_id,page_name,disclaimer,amount_spent_eur,number_of_ads_in_library,fb_page,fbad_page,party,coder,other
222129228194774,Onderwijs010,Gemeente Rotterdam,630,10,https://www.facebook.com/222129228194774,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=222129228194774&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
110621374027968,Drenthe Geeft Door,Drenthe Geeft Door,630,21,https://www.facebook.com/110621374027968,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=110621374027968&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
338722872830080,NTR,NTR,629,9,https://www.facebook.com/338722872830080,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=338722872830080&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
38957713985,VPRO,VPRO,610,4,https://www.facebook.com/38957713985,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=38957713985&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
270788920480,Europees Parlement Nederland,Liaisonbureau Europees Parlement Nederland,588,7,https://www.facebook.com/270788920480,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=270788920480&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
132272050127848,de Volkskrant,de Volkskrant,571,41,https://www.facebook.com/132272050127848,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=132272050127848&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
737752176243177,Meld.Online Discriminatie,Meld.Online Discriminatie,567,9,https://www.facebook.com/737752176243177,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=737752176243177&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
486293704724646,Krnwtr+ / Zereau Drinks,KRNWTR,562,32,https://www.facebook.com/486293704724646,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=486293704724646&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
110720535616160,Gemeente Rijswijk,Gemeente Rijswijk,556,6,https://www.facebook.com/110720535616160,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=110720535616160&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
184634968246482,Sweco Nederland,Sweco Nederland,536,12,https://www.facebook.com/184634968246482,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=184634968246482&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
241624236360646,Boeren Buren,Boeren Buren,501,17,https://www.facebook.com/241624236360646,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=241624236360646&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
108826957150072,Tata Steel Nederland,Tata Steel IJmuiden B.V.,500,2,https://www.facebook.com/108826957150072,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=108826957150072&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
232299273461028,Gemeente Utrecht,Gemeente Utrecht,500,1,https://www.facebook.com/232299273461028,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=232299273461028&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
138258489597752,Wetterskip Fryslân,Wetterskip Fryslân,500,4,https://www.facebook.com/138258489597752,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=138258489597752&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
102979211781866,Duurzame stad Den Haag,Gemeente Den Haag,496,3,https://www.facebook.com/102979211781866,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102979211781866&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
349384125155892,MEP,Movimiento Electoral di Pueblo,491,25,https://www.facebook.com/349384125155892,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=349384125155892&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
123765650823834,Wij zijn hier,Wij Zijn Hier,479,35,https://www.facebook.com/123765650823834,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=123765650823834&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
105737852036990,Wij.doen.groen,Wij.doen.groen,477,7,https://www.facebook.com/105737852036990,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105737852036990&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
111780358981958,Gemeente Loon op Zand,Gemeente Loon op Zand,466,3,https://www.facebook.com/111780358981958,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111780358981958&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
212763862068531,Dier&Recht,Dier&Recht,458,11,https://www.facebook.com/212763862068531,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=212763862068531&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
257312361663,SP Heerlen,SP Heerlen,446,2,https://www.facebook.com/257312361663,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=257312361663&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Eva,
149505728435469,Kia Nederland,These ads ran without a disclaimer,440,2,https://www.facebook.com/149505728435469,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=149505728435469&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
195325640540297,Provincie Noord-Holland,Provincie Noord-Holland,425,3,https://www.facebook.com/195325640540297,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=195325640540297&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
110551138551945,De Sproetenbus,These ads ran without a disclaimer,420,1,https://www.facebook.com/110551138551945,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=110551138551945&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
114759875350,Leefbaar Rotterdam,Leefbaar Rotterdam,420,17,https://www.facebook.com/114759875350,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=114759875350&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
313228288806437,Motivaction International,Motivaction International B.V.,418,14,https://www.facebook.com/313228288806437,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=313228288806437&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
105401455133862,Integrity Chamber St.Maarten,Integrity Chamber,404,4,https://www.facebook.com/105401455133862,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105401455133862&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
103624878184066,Swipocratie,Swipocratie,400,7,https://www.facebook.com/103624878184066,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103624878184066&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
627201893971363,Pvda Den Bosch,PvdA Den Bosch,395,6,https://www.facebook.com/627201893971363,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=627201893971363&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Eva,
116709535026239,Debatpodium Arminius,Stichting Arminius / Debatpodium Arminius,395,14,https://www.facebook.com/116709535026239,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=116709535026239&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
101286135836913,De Vrijdenkers,De Vrijdenkers,379,7,https://www.facebook.com/101286135836913,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=101286135836913&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
101782468500004,Accion21,Accion21,378,3,https://www.facebook.com/101782468500004,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=101782468500004&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
170725579702314,ActionAid Nederland,ActionAid,357,15,https://www.facebook.com/170725579702314,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=170725579702314&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
1407065656179729,Minister Dangui Oduber,DanguiOduber.com,351,10,https://www.facebook.com/1407065656179729,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1407065656179729&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
161145654049306,Minister Xiomara Maduro,Xiomara Maduro,348,22,https://www.facebook.com/161145654049306,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=161145654049306&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
205668852785355,Gemeente Zaanstad,Gemeente Zaanstad,346,6,https://www.facebook.com/205668852785355,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=205668852785355&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
176302182407729,Wijzer in geldzaken,These ads ran without a disclaimer,335,1,https://www.facebook.com/176302182407729,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=176302182407729&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
139829465882081,wtfff.nl,Stichting Fonds Slachtofferhulp,322,7,https://www.facebook.com/139829465882081,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=139829465882081&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
201504833529796,Leefbaar Alkmaar,Leefbaar Alkmaar,314,5,https://www.facebook.com/201504833529796,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=201504833529796&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
102647799813051,Remeha,These ads ran without a disclaimer,303,6,https://www.facebook.com/102647799813051,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102647799813051&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
295386630553428,Gemeente Kerkrade,Gemeente Kerkrade,300,2,https://www.facebook.com/295386630553428,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=295386630553428&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
346781598714044,Gemeente Terneuzen,Gemeente Terneuzen,297,7,https://www.facebook.com/346781598714044,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=346781598714044&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
677919568988420,FNV Young & United,FNV,292,6,https://www.facebook.com/677919568988420,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=677919568988420&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
381807211923128,Kipster,Kipster,285,13,https://www.facebook.com/381807211923128,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=381807211923128&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
150580708294362,AD.nl,DPG Media,282,30,https://www.facebook.com/150580708294362,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=150580708294362&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
294565660598428,Film Inc Social,Film Inc Social,273,10,https://www.facebook.com/294565660598428,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=294565660598428&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
1018434581555107,Gemeente Breda,Gemeente Breda,272,2,https://www.facebook.com/1018434581555107,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1018434581555107&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
110390899520034,CIRCL,These ads ran without a disclaimer,266,1,https://www.facebook.com/110390899520034,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=110390899520034&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
322996051644799,Mirjam Bikker,ChristenUnie,263,4,https://www.facebook.com/322996051644799,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=322996051644799&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Eva,ChristenUnie
1443759532507314,Gemeente Beesel,Gemeente Beesel,256,14,https://www.facebook.com/1443759532507314,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1443759532507314&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
687496011309020,Jesse Klaver,GroenLinks,250,1,https://www.facebook.com/687496011309020,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=687496011309020&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Eva,
100616856700002,Gemeente Purmerend,Gemeente Purmerend,250,4,https://www.facebook.com/100616856700002,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100616856700002&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
175740570505,GroenLinks,GroenLinks,250,1,https://www.facebook.com/175740570505,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=175740570505&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Eva,
122620689140585,Ongehoord Nederland TV,Ongehoord Nederland,247,1,https://www.facebook.com/122620689140585,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=122620689140585&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
109450251615236,Addax Motors,These ads ran without a disclaimer,245,1,https://www.facebook.com/109450251615236,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=109450251615236&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
406548067183,Provincie Noord-Brabant,Provincie Noord-Brabant,244,3,https://www.facebook.com/406548067183,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=406548067183&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
439703479409823,ABP Pensioenfonds voor overheid en onderwijs,ABP,240,3,https://www.facebook.com/439703479409823,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=439703479409823&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,240,4,https://www.facebook.com/111257452230362,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111257452230362&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
135418326502793,RUN DMT,These ads ran without a disclaimer,233,2,https://www.facebook.com/135418326502793,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=135418326502793&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
100726008456857,Samen Veilig Midden-Nederland,These ads ran without a disclaimer,233,5,https://www.facebook.com/100726008456857,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100726008456857&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
104639685512684,Bite Back Nederland,Stichting Bite Back,230,10,https://www.facebook.com/104639685512684,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=104639685512684&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
147248075354203,Gemeente Heemstede,Gemeente Heemstede,230,5,https://www.facebook.com/147248075354203,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147248075354203&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
769751776468587,Argan,Stichting Argan,227,6,https://www.facebook.com/769751776468587,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=769751776468587&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
319121085698830,Dima Watermelon,These ads ran without a disclaimer,225,4,https://www.facebook.com/319121085698830,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=319121085698830&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
107952825592399,Feedback EU,Feedback EU,222,8,https://www.facebook.com/107952825592399,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=107952825592399&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
429985070348084,Haven Rotterdam,Havenbedrijf Rotterdam NV,220,3,https://www.facebook.com/429985070348084,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=429985070348084&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
1498781793769425,Buitenhof,Buitenhof,217,6,https://www.facebook.com/1498781793769425,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1498781793769425&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
147547541961576,Council of the European Union,Council of the European Union,212,11,https://www.facebook.com/147547541961576,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147547541961576&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
125179184015693,Bastiaan Meijer,SP,209,2,https://www.facebook.com/125179184015693,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=125179184015693&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Eva,SP
105955311154401,Onlinestemtool.nl,Onlinestemtool.nl,206,1,https://www.facebook.com/105955311154401,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105955311154401&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
318950288162677,Gemeente Druten,Gemeente Druten,203,3,https://www.facebook.com/318950288162677,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=318950288162677&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
791931684200806,Gemeente Wijchen,Gemeente Wijchen,203,2,https://www.facebook.com/791931684200806,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=791931684200806&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
101039903379008,Dordtse VVD,Dordtse VVD,202,3,https://www.facebook.com/101039903379008,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=101039903379008&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Eva,
113176355374503,College Tour,These ads ran without a disclaimer,200,1,https://www.facebook.com/113176355374503,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=113176355374503&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
150839001615267,Trouw,DPG Media,200,29,https://www.facebook.com/150839001615267,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=150839001615267&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
105653235845219,Jimmy Dijk,SP,200,4,https://www.facebook.com/105653235845219,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105653235845219&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Eva,
470525053061109,Goedopweg,These ads ran without a disclaimer,200,2,https://www.facebook.com/470525053061109,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=470525053061109&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
213656842145627,Leefbaar Almere,Leefbaar Almere,200,8,https://www.facebook.com/213656842145627,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=213656842145627&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
111476354513058,Gemeenteraad Castricum,Gemeenteraad Castricum,200,2,https://www.facebook.com/111476354513058,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111476354513058&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
139886056178812,Raad075,Gemeente Zaanstad - Raadsgriffie,200,1,https://www.facebook.com/139886056178812,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=139886056178812&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
208578955894331,Bas Eickhout,GroenLinks,200,1,https://www.facebook.com/208578955894331,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=208578955894331&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Eva,
783842828375820,Tineke Strik,GroenLinks,200,1,https://www.facebook.com/783842828375820,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=783842828375820&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Eva,
246789395399573,Gemeente Heerlen,Gemeente Heerlen,197,1,https://www.facebook.com/246789395399573,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=246789395399573&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
186179268595421,The Black Archives,The Black Archives,196,5,https://www.facebook.com/186179268595421,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=186179268595421&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
511911518844443,Student & Starter,Student & Starter,195,2,https://www.facebook.com/511911518844443,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=511911518844443&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
106310819107347,TBI Klimaattrein,TBI Klimaattrein,192,2,https://www.facebook.com/106310819107347,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=106310819107347&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
1.90913E+15,Partij voor behoud van de Nederlandse identiteit,Partij voor behoud van de Nederlandse identiteit,187,23,https://www.facebook.com/1909126929105800,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1909126929105800&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
125628694126042,De Gelderlander,DPG Media,185,51,https://www.facebook.com/125628694126042,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=125628694126042&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA,Eva,
